district|latitude|longitude
5|38.4616929|-121.4323938
3|38.59279731|-121.485061
3|38.56588957|-121.4602865
3|38.54818818|-121.3940644
4|38.52691284|-121.5113897
1|38.67811932|-121.5183604
2|38.61118933|-121.4265596
3|38.5752667|-121.4745537
5|38.47059147|-121.43386
6|38.52394421|-121.4421196
2|38.65887585|-121.4469922
5|38.47732902|-121.49092
3|38.57188611|-121.4648897
6|38.54674644|-121.4460953
1|38.63449242|-121.5028488
3|38.57188611|-121.4648897
4|38.503518|-121.4757666
2|38.62427027|-121.446158
5|38.48274139|-121.4501724
5|38.47421612|-121.42717
3|38.57815667|-121.4876958
5|38.44752323|-121.4401567
4|38.51685646|-121.5250509
4|38.55019478|-121.4920577
4|38.53085814|-121.479149
4|38.49525938|-121.5079025
6|38.5473157|-121.4520421
6|38.54675579|-121.4538401
3|38.57602331|-121.4682622
4|38.56559378|-121.5072531
4|38.54910632|-121.5096362
3|38.58062786|-121.5014996
3|38.57009677|-121.4162358
5|38.4511981|-121.4341184
2|38.61315477|-121.4490547
3|38.56689949|-121.413324
2|38.60154457|-121.42747
5|38.48278711|-121.471758
5|38.47985848|-121.4462157
6|38.50440869|-121.422371
6|38.55630084|-121.4662305
1|38.65847399|-121.5161468
3|38.57929276|-121.4906436
1|38.65847399|-121.5161468
4|38.50388656|-121.5390906
4|38.56665175|-121.5067911
2|38.61112661|-121.4487064
6|38.54392319|-121.4712461
5|38.47038918|-121.4223876
2|38.61755666|-121.4444846
5|38.48149327|-121.4644874
4|38.47765523|-121.5196666
1|38.61728024|-121.5007778
1|38.6296517|-121.4755286
4|38.52007051|-121.5018595
2|38.61112009|-121.4473381
3|38.57551005|-121.4940462
5|38.47429277|-121.4503108
2|38.62197217|-121.4253528
6|38.55595051|-121.4641035
2|38.62477487|-121.4251692
3|38.58245363|-121.5052755
2|38.62192663|-121.4322662
3|38.58601422|-121.4836896
4|38.48340799|-121.5203336
4|38.51177507|-121.5431042
3|38.56342448|-121.4693599
3|38.591168|-121.4817665
2|38.61140992|-121.4476543
5|38.48020167|-121.4601374
2|38.62192663|-121.4322662
1|38.63589608|-121.5055312
2|38.60785424|-121.4581841
5|38.48151147|-121.4684313
4|38.56215492|-121.506385
4|38.53385644|-121.515754
6|38.51599171|-121.4274605
3|38.58358534|-121.4920473
2|38.64278274|-121.4257137
4|38.55805348|-121.4790449
4|38.49575914|-121.4827348
1|38.61890556|-121.5000769
4|38.48340441|-121.5321939
5|38.48272145|-121.4790738
3|38.57772224|-121.4906793
4|38.5543985|-121.4790156
3|38.58003319|-121.4973304
1|38.65877823|-121.5043183
3|38.57042066|-121.4740683
6|38.55234985|-121.4711067
4|38.51018598|-121.4900812
6|38.54528535|-121.464715
1|38.61949324|-121.4962856
4|38.48214296|-121.534651
2|38.61138144|-121.455557
6|38.55477924|-121.4715398
4|38.49466185|-121.5212433
2|38.61112661|-121.4487064
2|38.61950804|-121.4535138
6|38.524921|-121.4494106
6|38.54215599|-121.4439667
3|38.56944762|-121.4666533
3|38.55792771|-121.43864
1|38.6259957|-121.4869215
6|38.54783739|-121.4243203
6|38.55128541|-121.4671318
2|38.59577758|-121.4262601
3|38.55575132|-121.411779
1|38.61972393|-121.4746566
1|38.62741952|-121.4978994
3|38.57562396|-121.4260374
5|38.48617977|-121.4549077
1|38.64316291|-121.4745819
2|38.59714644|-121.4520581
2|38.6474367|-121.4534502
1|38.64316291|-121.4745819
4|38.52199137|-121.4990149
1|38.61732525|-121.5198701
1|38.62896755|-121.5066925
6|38.54395353|-121.4647075
2|38.60930781|-121.4485
4|38.50686233|-121.4787544
6|38.54675579|-121.4538401
2|38.62147929|-121.4278524
6|38.525636|-121.4473287
5|38.47245555|-121.4270863
3|38.5793726|-121.4747124
2|38.62247542|-121.4389474
1|38.63449242|-121.5028488
1|38.67732505|-121.5168735
4|38.51434816|-121.4800628
1|38.61542969|-121.4919849
2|38.64191945|-121.4216347
2|38.62009248|-121.426719
3|38.59007055|-121.4856685
4|38.48538062|-121.5374388
6|38.55462435|-121.458819
2|38.61474191|-121.4461725
6|38.54221766|-121.4374105
1|38.61295423|-121.5005071
2|38.60307405|-121.420291
5|38.47433721|-121.4189709
5|38.45471595|-121.4381169
6|38.52555366|-121.43427
2|38.62147929|-121.4278524
5|38.47614715|-121.4598152
2|38.62406654|-121.4448995
3|38.55269382|-121.4274073
1|38.61696967|-121.5000765
5|38.47587793|-121.4395992
2|38.63936687|-121.4408906
6|38.53450711|-121.4681974
2|38.627317|-121.4534085
3|38.58314743|-121.4974099
6|38.53944483|-121.4629583
3|38.56374165|-121.4787306
3|38.58276198|-121.4688872
6|38.52983357|-121.4448282
3|38.57615249|-121.5003415
4|38.52532078|-121.4830904
1|38.66298106|-121.5270363
2|38.61199425|-121.4244182
5|38.4890423|-121.491965
3|38.57500761|-121.4841051
1|38.62648616|-121.4966948
6|38.54327657|-121.4417342
5|38.45543018|-121.4370462
3|38.58618556|-121.4870224
5|38.47431603|-121.4546419
6|38.54718283|-121.4647218
1|38.65798545|-121.541883
3|38.57498057|-121.4642474
3|38.58506592|-121.4884229
2|38.63862878|-121.3815598
2|38.62346829|-121.4426884
3|38.57100991|-121.4935219
1|38.61124309|-121.4755625
6|38.51048773|-121.406008
3|38.56412181|-121.417918
6|38.54066622|-121.4517155
1|38.64674718|-121.5324558
4|38.50111994|-121.5139178
1|38.62210853|-121.5191764
6|38.51995809|-121.4304905
6|38.51995809|-121.4304905
4|38.52199137|-121.4990149
5|38.47764806|-121.4891676
2|38.5985901|-121.4286169
2|38.61188095|-121.4655275
3|38.58215599|-121.4775255
3|38.57294064|-121.4248243
2|38.60590997|-121.4646484
3|38.56519016|-121.4442104
4|38.50305262|-121.4827938
4|38.52199137|-121.4990149
2|38.62599581|-121.4316422
2|38.6161187|-121.4504318
3|38.57871645|-121.4802163
2|38.62354293|-121.434294
5|38.47732859|-121.4803322
1|38.62996703|-121.4784703
4|38.50634715|-121.5169435
1|38.67745476|-121.5027381
2|38.62541828|-121.433145
2|38.63647046|-121.429178
1|38.64420903|-121.5129034
3|38.58088731|-121.4714654
2|38.62541828|-121.433145
3|38.58026647|-121.4979339
1|38.66719342|-121.5277369
4|38.49850245|-121.4827604
2|38.6183743|-121.4392211
6|38.51055822|-121.3905289
1|38.66234122|-121.4951282
4|38.50635324|-121.5277277
5|38.48664963|-121.4769699
2|38.60992783|-121.456513
3|38.56587673|-121.4646165
1|38.62363032|-121.4866655
1|38.61890556|-121.5000769
6|38.5425445|-121.4284607
2|38.62595817|-121.4290136
6|38.55234985|-121.4711067
3|38.56913281|-121.4406785
6|38.54146972|-121.4254625
5|38.47427504|-121.4465943
6|38.52983357|-121.4448282
2|38.64681802|-121.4650379
1|38.61589986|-121.4902491
6|38.53876157|-121.416555
6|38.5395643|-121.4134753
6|38.52507559|-121.427517
1|38.65550746|-121.5556894
3|38.57715166|-121.4827568
2|38.61341962|-121.4527905
2|38.62541828|-121.433145
3|38.5545627|-121.3802811
4|38.51446243|-121.5298585
6|38.53630908|-121.4056953
2|38.62529673|-121.4318753
3|38.56382548|-121.491401
2|38.63466859|-121.4301867
2|38.62868558|-121.468398
5|38.47943831|-121.4376744
4|38.52475578|-121.4919171
5|38.49407763|-121.4673944
5|38.46499591|-121.4174193
6|38.55766731|-121.471396
2|38.62020172|-121.4366726
2|38.6220841|-121.4341446
3|38.59278496|-121.4841374
1|38.61142717|-121.4719599
2|38.61449687|-121.442601
2|38.61112661|-121.4487064
1|38.63020663|-121.4959999
3|38.56853798|-121.4251955
3|38.5791674|-121.4984069
6|38.54146972|-121.4254625
3|38.5692795|-121.4890397
5|38.48934244|-121.4859396
2|38.62218315|-121.4659998
2|38.63024715|-121.4493987
3|38.58388345|-121.4745497
4|38.52078633|-121.5119629
2|38.6161168|-121.4529308
5|38.48199912|-121.4784328
3|38.5474759|-121.3980671
4|38.50298477|-121.5346969
3|38.58184562|-121.5011657
4|38.50298477|-121.5346969
3|38.54818818|-121.3940644
5|38.48455742|-121.4656033
4|38.53317666|-121.5069385
2|38.63862878|-121.3815598
3|38.55804061|-121.3998489
5|38.48371518|-121.4516915
3|38.57160034|-121.48052
5|38.48574227|-121.4611611
6|38.53952458|-121.4647617
4|38.5601973|-121.5122704
2|38.63410573|-121.455905
3|38.57150442|-121.4836302
2|38.62991663|-121.4394524
3|38.58165678|-121.5032275
2|38.59875634|-121.4211729
6|38.55155803|-121.4684935
6|38.51750189|-121.4409152
4|38.49689915|-121.4828349
2|38.63862878|-121.3815598
3|38.58573502|-121.4863575
2|38.60781149|-121.4220758
2|38.63472676|-121.4478727
5|38.46791937|-121.4226974
4|38.49590431|-121.5235515
5|38.47826995|-121.46994
2|38.62354293|-121.434294
5|38.49311839|-121.4595052
2|38.64518402|-121.4326726
5|38.46956131|-121.4332115
5|38.46025863|-121.4184079
2|38.61112661|-121.4487064
2|38.61936618|-121.4382088
2|38.60027317|-121.4252477
2|38.64404243|-121.4568936
2|38.63153999|-121.4367266
6|38.51585289|-121.4383522
2|38.6059953|-121.4284911
1|38.66144962|-121.5292529
3|38.56567077|-121.4983269
4|38.4894192|-121.5427895
5|38.47587955|-121.4410698
1|38.64600077|-121.5132343
3|38.56796664|-121.4852542
6|38.53046628|-121.4433516
2|38.62496247|-121.4337087
6|38.52491808|-121.4522664
1|38.64316291|-121.4745819
3|38.55863257|-121.3793225
2|38.60027317|-121.4252477
6|38.53951607|-121.4352432
2|38.63253662|-121.4260658
2|38.5978936|-121.4238252
5|38.47429277|-121.4503108
1|38.65941872|-121.5096441
5|38.47215453|-121.4912852
2|38.61874708|-121.4569463
3|38.57829626|-121.482654
5|38.49547672|-121.4718913
4|38.50990576|-121.5302484
1|38.66123935|-121.5295379
6|38.52285617|-121.4335119
6|38.52983357|-121.4448282
2|38.61041662|-121.4230206
4|38.52991087|-121.5224402
1|38.62809515|-121.4756171
6|38.53760783|-121.4647446
6|38.53634384|-121.4407606
1|38.62648616|-121.4966948
6|38.52501505|-121.4455298
3|38.57732399|-121.4698616
3|38.57493581|-121.483399
4|38.51213446|-121.4793485
5|38.45585205|-121.4301179
6|38.54677899|-121.4593645
4|38.51213446|-121.4793485
6|38.52709836|-121.4424934
2|38.62863295|-121.4547111
2|38.64479784|-121.4581238
6|38.54918489|-121.4665635
1|38.64316291|-121.4745819
2|38.64578755|-121.4381896
4|38.53408342|-121.507079
6|38.53166382|-121.4703231
3|38.55211647|-121.4049517
3|38.58428687|-121.4855038
1|38.61009514|-121.4927929
4|38.52718667|-121.4712477
3|38.57633652|-121.4785616
1|38.61521091|-121.491563
2|38.6161187|-121.4504318
2|38.63358427|-121.4313716
6|38.55477924|-121.4715398
5|38.47421612|-121.42717
6|38.506135|-121.4140049
5|38.49311839|-121.4595052
4|38.51183814|-121.5187097
5|38.493179|-121.4708286
1|38.6140791|-121.4920785
4|38.51297449|-121.5185972
6|38.51052171|-121.4274484
3|38.57368379|-121.4791371
5|38.48131474|-121.5013123
6|38.52567|-121.4162355
6|38.55317349|-121.4698767
6|38.52935875|-121.4471706
2|38.62024815|-121.4590874
2|38.61054373|-121.4231806
6|38.53876024|-121.4065734
1|38.62928795|-121.5064872
6|38.55612335|-121.4724356
1|38.61536788|-121.4948028
6|38.55080199|-121.4392101
3|38.58068906|-121.4903293
3|38.57966847|-121.4745598
1|38.62824591|-121.4767711
6|38.51084657|-121.4095907
5|38.48412546|-121.4762198
6|38.55619719|-121.4551842
5|38.46337225|-121.4161718
4|38.53849952|-121.4907389
2|38.64270234|-121.4562911
5|38.48126775|-121.505075
6|38.55078622|-121.4630967
5|38.43809806|-121.4292715
5|38.43809806|-121.4292715
2|38.61112011|-121.4461937
2|38.63472676|-121.4478727
4|38.49708379|-121.4973062
4|38.53345635|-121.5192421
4|38.47504537|-121.5314103
3|38.57115555|-121.4696312
4|38.52604112|-121.4863745
4|38.47501232|-121.5313861
2|38.60286119|-121.4533125
1|38.608676|-121.4799069
1|38.6715134|-121.5055012
3|38.55123169|-121.4043052
2|38.61655961|-121.4438554
5|38.48149132|-121.4724244
5|38.48230213|-121.4530858
2|38.64493057|-121.4291487
3|38.58215599|-121.4775255
4|38.49575914|-121.4827348
3|38.55721356|-121.4104346
2|38.61394284|-121.4438793
4|38.49605385|-121.5036133
2|38.62612905|-121.441537
1|38.64316291|-121.4745819
2|38.60781149|-121.4220758
3|38.57052225|-121.4521612
2|38.64775726|-121.4423479
4|38.51272351|-121.5183333
6|38.55128541|-121.4671318
5|38.48472747|-121.4608299
6|38.53128662|-121.4364025
2|38.60107058|-121.4199574
3|38.56946478|-121.4862332
1|38.6112148|-121.471755
3|38.56845333|-121.5074956
3|38.57143409|-121.492564
4|38.49788243|-121.5332347
4|38.50039411|-121.4808562
3|38.55056728|-121.3859386
2|38.63046166|-121.4425742
2|38.63763772|-121.4331423
1|38.62776914|-121.5221311
2|38.65012521|-121.4599427
3|38.56442488|-121.3846687
6|38.50596801|-121.4222955
2|38.62329722|-121.4385384
3|38.55108662|-121.4054638
1|38.65956858|-121.5048486
2|38.65831287|-121.438413
4|38.48782523|-121.5181204
2|38.59971248|-121.4284714
1|38.64302793|-121.5396858
1|38.61266409|-121.4988152
1|38.61344504|-121.4890137
2|38.61283605|-121.423624
3|38.57173197|-121.4903653
2|38.65875599|-121.451819
5|38.48934244|-121.4859396
2|38.63484756|-121.4438493
5|38.48160193|-121.4654193
2|38.6569451|-121.4377865
3|38.5791674|-121.4984069
6|38.50726336|-121.4321259
3|38.57262977|-121.465972
3|38.58285466|-121.4938681
5|38.48947366|-121.4951552
5|38.47317612|-121.468123
6|38.53514705|-121.471825
5|38.48292781|-121.4990513
3|38.55451921|-121.4300538
2|38.61483626|-121.4458043
3|38.59124596|-121.4832354
2|38.6111909|-121.4268781
3|38.58104084|-121.4916456
3|38.5906691|-121.481959
3|38.587136|-121.4883415
2|38.63475409|-121.4347477
4|38.49580633|-121.4737197
3|38.5906691|-121.481959
3|38.58243993|-121.5014414
1|38.62610032|-121.4989028
6|38.54804158|-121.4256229
4|38.52131791|-121.4982191
5|38.46753799|-121.4216597
4|38.56037767|-121.4866729
1|38.6101634|-121.4790946
3|38.58314743|-121.4974099
4|38.50684258|-121.4829201
3|38.57209021|-121.4102522
2|38.63448929|-121.4522227
5|38.47295223|-121.4281268
3|38.54888945|-121.4107516
6|38.54672494|-121.4467668
6|38.52469057|-121.4442915
3|38.59124596|-121.4832354
4|38.5488551|-121.4908853
3|38.56855432|-121.4908532
3|38.58148094|-121.4981108
6|38.54850275|-121.4687016
3|38.57087568|-121.4861182
2|38.63980996|-121.4578571
3|38.58612197|-121.48322
6|38.54665856|-121.4386867
5|38.46365645|-121.4363632
3|38.57164676|-121.4701627
1|38.62783484|-121.5234154
4|38.50963304|-121.5395917
4|38.55199422|-121.4960208
4|38.51692224|-121.5002562
6|38.53863585|-121.4667542
6|38.55451604|-121.4674364
4|38.50812472|-121.5178296
3|38.57686552|-121.4956981
2|38.61460058|-121.4487811
4|38.53514629|-121.4937694
3|38.58138778|-121.483793
3|38.57795857|-121.5078603
6|38.51690753|-121.4316473
2|38.59657483|-121.4303406
2|38.61377272|-121.4496554
6|38.53450711|-121.4681974
5|38.47566977|-121.5027455
4|38.53361515|-121.4946473
5|38.49502083|-121.4840434
3|38.57917936|-121.4892102
3|38.55719536|-121.4100955
3|38.58176769|-121.4920847
5|38.46175837|-121.4179521
6|38.5262375|-121.4215197
3|38.5797426|-121.4987072
6|38.53955897|-121.4311068
4|38.54718182|-121.5084361
3|38.57372161|-121.4826732
6|38.51613758|-121.4111198
6|38.53015137|-121.4162304
3|38.58615671|-121.4879497
6|38.52635817|-121.416569
6|38.53735699|-121.4687076
4|38.4971084|-121.510727
2|38.6296408|-121.463553
6|38.53877351|-121.465047
6|38.52496323|-121.4438874
6|38.52943634|-121.422581
2|38.61390001|-121.421127
4|38.50298477|-121.5346969
6|38.52835927|-121.4137141
6|38.52943634|-121.422581
6|38.52943634|-121.422581
5|38.47676441|-121.4561777
6|38.5322315|-121.4143431
4|38.50298477|-121.5346969
2|38.62834524|-121.4461579
2|38.63297991|-121.4169566
5|38.493322|-121.4732803
5|38.48285946|-121.5029365
3|38.58184562|-121.5011657
6|38.51613758|-121.4111198
6|38.53315305|-121.419027
6|38.52745012|-121.4120437
6|38.52860039|-121.422343
6|38.5288747|-121.4211872
6|38.52962554|-121.4186887
4|38.56124982|-121.511165
4|38.49641294|-121.5105536
6|38.52679481|-121.4198513
6|38.54146972|-121.4254625
6|38.53017083|-121.4173663
2|38.59664183|-121.423349
1|38.65847399|-121.5161468
4|38.55542922|-121.4829107
4|38.49869042|-121.4793661
6|38.52758492|-121.4115532
5|38.47581524|-121.4196575
6|38.53057968|-121.4178524
4|38.52718667|-121.4712477
5|38.49601155|-121.4592772
6|38.52792486|-121.422338
4|38.49372331|-121.5247086
6|38.54874242|-121.4576223
4|38.48658549|-121.5151766
6|38.53044268|-121.4173676
6|38.52997079|-121.4681928
6|38.53114288|-121.4211933
4|38.49742308|-121.47238
4|38.51554344|-121.4790195
6|38.53166844|-121.4170325
4|38.49180749|-121.5222477
2|38.62489157|-121.440024
3|38.54439581|-121.3908868
6|38.53144221|-121.4108607
2|38.61000927|-121.4470317
6|38.53144221|-121.4108607
6|38.53114234|-121.4107513
6|38.52676364|-121.4120459
2|38.60918188|-121.4259738
6|38.54675579|-121.4538401
4|38.4955943|-121.5222888
6|38.52676364|-121.4120459
6|38.53043731|-121.4206712
6|38.5262375|-121.4215197
3|38.57920289|-121.493943
3|38.58464151|-121.4868341
4|38.491127|-121.5250368
4|38.51505369|-121.5227003
2|38.6184743|-121.4210338
6|38.53223561|-121.4167866
6|38.53144221|-121.4108607
1|38.61872505|-121.5053633
4|38.51382164|-121.5269234
4|38.49681243|-121.5307469
4|38.47616031|-121.5327897
6|38.52648208|-121.4112162
4|38.54139021|-121.4752017
6|38.52917414|-121.4114177
2|38.64413073|-121.4273239
2|38.6437302|-121.426844
4|38.5182915|-121.5135563
2|38.61000957|-121.4465208
6|38.51170141|-121.4435468
2|38.6476726|-121.4569009
2|38.63862878|-121.3815598
5|38.48435676|-121.4538072
4|38.49742726|-121.5108052
4|38.53881527|-121.479014
4|38.51646465|-121.5146732
6|38.51626989|-121.4365804
5|38.44594829|-121.4253051
4|38.48621943|-121.5189173
6|38.54919426|-121.4709972
5|38.48460818|-121.4908472
1|38.62203999|-121.4755356
3|38.56713881|-121.4685593
1|38.6697424|-121.5016816
5|38.49136508|-121.4869243
2|38.61576515|-121.4471131
3|38.5797426|-121.4987072
2|38.64361887|-121.4199227
5|38.47581524|-121.4196575
2|38.64444377|-121.4351575
5|38.47433721|-121.4189709
4|38.50912795|-121.5403218
5|38.47581524|-121.4196575
3|38.56819418|-121.4895092
2|38.62192663|-121.4322662
2|38.6324535|-121.4248097
3|38.57991197|-121.4966071
1|38.64009771|-121.5327445
4|38.51522221|-121.5183094
3|38.57900945|-121.489911
4|38.50921424|-121.4808935
3|38.57341789|-121.4689637
1|38.61211702|-121.4948783
6|38.51177748|-121.4416695
5|38.47713447|-121.4885251
1|38.66417322|-121.5257956
5|38.46365037|-121.4384971
2|38.64287128|-121.450194
6|38.5513666|-121.4686663
6|38.54883395|-121.4696677
2|38.59714644|-121.4520581
2|38.61992921|-121.4192999
1|38.60907905|-121.4803834
2|38.61138598|-121.4472415
2|38.63982914|-121.4068418
4|38.50304742|-121.4791876
5|38.46715727|-121.4482596
4|38.56018718|-121.4870624
6|38.51432608|-121.4096668
2|38.61648144|-121.4516505
1|38.6697424|-121.5016816
6|38.52393465|-121.388611
6|38.5217126|-121.4177744
6|38.50557133|-121.4331388
2|38.60350711|-121.4646139
2|38.60027317|-121.4252477
4|38.49192221|-121.551578
6|38.53517026|-121.4473982
2|38.61783155|-121.4503031
2|38.60218075|-121.4681757
5|38.48550389|-121.5010455
2|38.61812954|-121.459947
6|38.54454919|-121.4575843
6|38.5470458|-121.4325052
6|38.52652786|-121.4443436
3|38.55292689|-121.427895
2|38.63822005|-121.4068481
5|38.48147413|-121.4362016
1|38.63910642|-121.528
5|38.43799945|-121.4177615
1|38.62973626|-121.5230491
3|38.5741441|-121.431646
2|38.63822005|-121.4068481
6|38.55952278|-121.4622826
5|38.47581524|-121.4196575
6|38.50795563|-121.4305094
2|38.63862878|-121.3815598
2|38.63862878|-121.3815598
2|38.60108154|-121.456171
3|38.5494469|-121.40432
5|38.4681451|-121.4233592
4|38.53626488|-121.4852801
1|38.66689185|-121.5231576
6|38.53217607|-121.4386118
5|38.4706931|-121.4271773
4|38.52733127|-121.4968975
2|38.61514712|-121.4540197
2|38.61294057|-121.4461725
5|38.44781576|-121.4421622
1|38.61865064|-121.4808282
3|38.57342085|-121.4768514
2|38.63485301|-121.4660204
4|38.52324663|-121.5048399
5|38.47581524|-121.4196575
4|38.5286339|-121.4977727
3|38.56987859|-121.4910186
5|38.48149327|-121.4644874
4|38.50096483|-121.5090513
4|38.52472122|-121.497206
1|38.61058202|-121.5334978
1|38.62069319|-121.5013594
6|38.52335069|-121.4120984
3|38.56644821|-121.48899
6|38.51133269|-121.4445317
2|38.63437819|-121.4387627
6|38.55161009|-121.4572299
6|38.51926114|-121.4239425
6|38.52003|-121.4311541
1|38.64998963|-121.5323364
5|38.49601155|-121.4592772
3|38.56104193|-121.4143199
1|38.6296517|-121.4755286
2|38.62559095|-121.443841
1|38.63411086|-121.5271508
1|38.61308537|-121.4990818
3|38.55443686|-121.4278339
5|38.49362212|-121.458006
6|38.5563198|-121.4703569
6|38.50661145|-121.4346997
1|38.61013165|-121.4954943
6|38.55500397|-121.4714437
3|38.57846394|-121.4957638
4|38.51023478|-121.5128703
3|38.5554124|-121.4093934
3|38.55394974|-121.425397
3|38.56749245|-121.4960582
3|38.58029802|-121.4277944
2|38.6126813|-121.456947
1|38.60938371|-121.5271363
1|38.62974422|-121.4808279
3|38.57826555|-121.4344047
3|38.58419516|-121.4914727
5|38.47394034|-121.4594267
2|38.64509274|-121.4203309
6|38.53290342|-121.4109325
4|38.49451616|-121.5126595
5|38.45006998|-121.4291863
3|38.55155646|-121.3896927
2|38.62984389|-121.4397435
2|38.6264498|-121.4301509
4|38.52904451|-121.4727965
5|38.46833142|-121.4423059
2|38.63908268|-121.4042501
4|38.5393973|-121.4753422
4|38.53159017|-121.4734384
3|38.57372161|-121.4826732
4|38.53069245|-121.4894103
4|38.54106323|-121.47576
4|38.5393973|-121.4753422
6|38.53391703|-121.4629125
2|38.62009248|-121.426719
3|38.56890331|-121.3982046
2|38.60960014|-121.4470349
2|38.64449478|-121.4503321
3|38.5554124|-121.4093934
6|38.52454934|-121.4238404
4|38.54482538|-121.4758058
1|38.67245501|-121.5015961
5|38.45877009|-121.4316068
3|38.57916319|-121.5006108
4|38.55681883|-121.4744133
3|38.5767314|-121.489532
3|38.57637679|-121.4882018
3|38.57712226|-121.4909914
2|38.61158147|-121.4502358
6|38.53117884|-121.4699527
1|38.66283184|-121.528827
6|38.5533905|-121.4621574
4|38.52904451|-121.4727965
1|38.61393325|-121.4717489
3|38.57428724|-121.4645499
4|38.53159017|-121.4734384
4|38.47586021|-121.5152564
6|38.55060706|-121.4689027
2|38.62495215|-121.4260323
3|38.57874706|-121.5015372
4|38.54106323|-121.47576
1|38.65735092|-121.5102676
3|38.5505294|-121.3933346
4|38.53452891|-121.4741684
6|38.51286852|-121.4189929
4|38.5399031|-121.4754644
6|38.54434873|-121.4564145
5|38.48093723|-121.4630104
5|38.48250578|-121.4787435
2|38.64191365|-121.3745288
1|38.6662188|-121.5158001
2|38.63862878|-121.3815598
4|38.52488785|-121.4717471
4|38.53366299|-121.4739615
4|38.48794356|-121.5335826
5|38.47000751|-121.4563619
2|38.64558877|-121.4146721
4|38.52799984|-121.4725316
5|38.50316747|-121.465181
2|38.6038294|-121.4219821
3|38.59102702|-121.4778909
3|38.56586845|-121.4821111
4|38.52904451|-121.4727965
4|38.52997919|-121.4730308
5|38.47431447|-121.4348784
4|38.49540836|-121.5231426
4|38.52633116|-121.4727187
6|38.51181739|-121.4402677
5|38.44947376|-121.4414788
3|38.57151899|-121.4862884
4|38.55199422|-121.4960208
1|38.64998963|-121.5323364
3|38.56356872|-121.4388125
3|38.57052225|-121.4521612
4|38.52803387|-121.4733703
1|38.65275137|-121.5335334
4|38.55067586|-121.4946908
6|38.53140402|-121.4436379
4|38.53092764|-121.473272
3|38.56148913|-121.4403257
6|38.55337722|-121.4569611
4|38.53366299|-121.4739615
4|38.52803387|-121.4733703
2|38.62055915|-121.4189763
6|38.544558|-121.4618254
3|38.56388684|-121.4774355
6|38.54675579|-121.4538401
4|38.5393973|-121.4753422
4|38.52488785|-121.4717471
4|38.52904451|-121.4727965
1|38.63076504|-121.4800678
6|38.5069236|-121.4233955
4|38.55982692|-121.4857011
1|38.61256421|-121.4941577
4|38.49466185|-121.5212433
6|38.55868443|-121.4734483
6|38.53795521|-121.4650462
6|38.54146972|-121.4254625
3|38.56285677|-121.4695145
6|38.54751665|-121.4509881
5|38.49407763|-121.4673944
4|38.50298477|-121.5346969
2|38.65262086|-121.4699668
2|38.63486114|-121.4449624
6|38.54454369|-121.4558291
4|38.54049185|-121.4763166
6|38.5394462|-121.4355549
3|38.58370044|-121.5008344
3|38.58602101|-121.4883111
4|38.53092764|-121.473272
4|38.52559491|-121.4726437
1|38.62290045|-121.4886519
6|38.50450574|-121.4181768
3|38.58039221|-121.4425982
4|38.52903959|-121.4705174
4|38.56094454|-121.5039523
3|38.59283398|-121.4809741
2|38.60468382|-121.4315006
4|38.52903959|-121.4705174
4|38.55788924|-121.5125729
3|38.58052479|-121.4630968
6|38.53970995|-121.4585685
4|38.53184858|-121.473503
2|38.63292418|-121.4305962
4|38.52659231|-121.4721784
3|38.58121716|-121.4818667
1|38.61931721|-121.5090098
1|38.64245072|-121.5100794
5|38.49407763|-121.4673944
4|38.50749407|-121.5437781
5|38.48934244|-121.4859396
5|38.46830127|-121.42384
4|38.54815629|-121.4758233
5|38.47849643|-121.4854238
1|38.61982993|-121.503035
6|38.55367374|-121.4729887
4|38.52199137|-121.4990149
5|38.44688612|-121.4429865
5|38.49511942|-121.4760448
4|38.53184858|-121.473503
4|38.53184858|-121.473503
4|38.52904451|-121.4727965
5|38.47421612|-121.42717
4|38.53405028|-121.4776224
1|38.63816052|-121.5365208
2|38.60154457|-121.42747
1|38.61058078|-121.5002858
2|38.60240036|-121.4295032
1|38.65603463|-121.5152564
3|38.56907718|-121.4799892
5|38.46712113|-121.4289453
3|38.58076474|-121.4963282
3|38.5796521|-121.4943141
4|38.51063877|-121.4912627
3|38.57381016|-121.4736865
2|38.64444404|-121.4576293
6|38.5392541|-121.4650574
4|38.53366299|-121.4739615
3|38.56143749|-121.3867789
1|38.61112645|-121.4931565
2|38.61302483|-121.4593557
3|38.58431639|-121.4810431
6|38.53951607|-121.4352432
5|38.48648604|-121.4558032
4|38.50487902|-121.4816448
5|38.46831178|-121.4309511
6|38.53506546|-121.417634
3|38.5584422|-121.4281865
3|38.58138835|-121.4622017
5|38.47295223|-121.4281268
5|38.47316243|-121.4289878
2|38.60643063|-121.4585133
4|38.50718879|-121.4768614
3|38.57007662|-121.4886003
1|38.62817573|-121.5391236
3|38.5584422|-121.4281865
3|38.56783954|-121.4881721
5|38.47337967|-121.490763
3|38.57188611|-121.4648897
4|38.51087148|-121.4830552
4|38.53212412|-121.4908928
3|38.56769563|-121.4885404
3|38.56783954|-121.4881721
3|38.55494654|-121.3791447
6|38.51639588|-121.4231443
3|38.56725848|-121.4984557
3|38.58316799|-121.4996207
4|38.50913035|-121.4830084
6|38.51054067|-121.415863
2|38.60719135|-121.4265847
6|38.54023875|-121.4219971
3|38.57629892|-121.4830358
